//X;Y;Z;R;G;B;Scalar field;Illuminance (PCV)
-5.577162266;-4.404841423;15.031912804;176;176;204;0.195615;0.813559
-2.883253098;4.000223637;16.738744736;168;171;188;0.195615;0.822034
-13.794918060;-5.289267063;21.159753799;191;198;224;0.437408;0.898305
-14.296369553;-2.583472013;14.358535767;90;81;126;0.276641;0.864407
-13.313417435;-3.059528351;17.053476334;95;99;110;0.705299;0.936441
-4.598282814;3.993732452;11.743387222;183;194;226;0.195615;0.898305
-2.230512381;0.257051945;15.652170181;155;160;182;0.479156;0.881356
-7.461663723;1.118614197;21.029447556;82;87;117;0.195615;0.851695
-18.078935623;1.386655807;9.988159180;104;115;161;0.195615;0.868644
-4.141087532;2.428733826;17.000314713;155;171;207;0.195615;0.911017
-17.475009918;0.285811663;17.563756943;160;165;145;0.338815;0.885593
-6.027685642;-1.909528732;9.643394470;157;162;191;0.553282;0.872881
-2.224910736;-9.174127579;17.687652588;235;212;232;0.479156;0.936441
-9.284706116;5.926182270;17.634376526;93;104;108;0.618588;0.894068
-6.458415985;0.200632930;16.490877151;119;124;127;0.553282;0.915254
-14.182173729;1.147670269;12.506616592;121;126;184;0.276641;0.800847
-9.416915894;1.902374744;20.495548248;154;165;219;0.479156;0.885593
-5.782916069;-6.156112671;13.347312927;155;149;185;0.437408;0.851695
-12.813652039;-7.075538158;16.997335434;216;215;233;0.648781;0.877119
-0.735209465;5.038924217;15.968605042;169;163;189;0.195615;0.826271
-13.745813370;4.187778950;17.633096695;69;68;82;0.586844;0.957627
-10.119754791;4.409855366;16.987806320;51;47;62;0.586844;0.868644
-5.102087975;2.520736217;16.217178345;163;180;226;0.195615;0.758475
-15.514427185;0.318760395;16.023483276;67;70;105;0.677629;0.885593
-7.208604813;-4.032574177;15.586478233;211;215;226;0.852665;0.860169
-5.659752846;1.888927221;16.495180130;56;61;57;0.338815;0.864407
-14.865824699;-9.713391304;17.878709793;181;187;201;0.586844;0.927966
-11.154038429;1.975642800;17.978870392;126;132;164;0.195615;0.843220
-3.598964691;-5.789384365;19.125034332;153;164;194;0.806540;0.932203
-11.028034210;-8.446688652;12.052032471;96;95;126;0.479156;0.838983
-12.594955444;4.198844433;13.818567276;136;139;144;0.276641;0.847458
-6.047149181;-7.866924286;14.192819595;47;43;58;0.553282;0.860169
-15.088600159;-8.192674637;16.661638260;155;165;192;0.338815;0.762712
-8.665288925;2.605499268;20.206031799;133;144;162;0.391230;0.817797
-16.043851852;-0.394329309;9.322360039;220;211;228;0.391230;0.881356
-6.655269623;-2.269531250;11.064701080;85;101;127;0.195615;0.885593
-7.350131035;1.413828850;20.694021225;126;120;158;0.276641;0.860169
-12.058476448;1.986000061;9.046092987;169;173;198;0.195615;0.864407
-0.831808805;-7.428857327;19.089191437;102;108;132;0.276641;0.919492
-18.019458771;-0.268936157;19.088596344;90;95;114;0.479156;0.927966
-2.562627316;3.111308575;16.772796631;184;189;218;0.195615;0.851695
-8.872041702;-0.808062434;10.273814201;115;146;210;0.195615;0.809322
-7.375043392;-3.904953480;13.231803894;215;212;229;0.479156;0.894068
-11.609094620;-7.265539646;14.893856049;108;99;130;0.195615;0.843220
-0.925054312;3.572644711;17.169515610;164;170;186;0.195615;0.851695
-13.205687523;-7.433838367;21.465734482;111;116;146;0.648781;0.957627
-15.761669159;-0.252137661;15.646081924;54;52;57;0.437408;0.881356
-7.666030407;2.246625423;20.466533661;73;69;68;0.391230;0.826271
-11.430845261;5.719267845;15.356742859;32;33;35;0.195615;0.898305
-7.154647350;-6.812190533;14.656635284;73;91;137;0.586844;0.906780
-12.323869705;3.569712639;15.227895737;109;129;192;0.437408;0.851695
-10.493049622;4.033998966;18.290843964;145;147;168;0.195615;0.927966
-12.385112762;1.694077253;18.374860764;127;144;188;0.978074;0.944915
-7.204484940;-2.300435066;10.616599083;15;15;15;0.276641;0.792373
-8.491735458;2.280399323;20.641712189;134;148;175;0.391230;0.906780
-8.103401184;5.004531384;18.400682449;148;154;152;0.437408;0.889831
-9.798707008;-1.200465083;13.335077286;62;62;88;0.195615;0.796610
-16.428867340;2.138324976;9.615926743;83;77;103;0.195615;0.898305
-5.448839188;-0.489334106;15.951025009;94;103;108;0.618588;0.894068
-8.318365097;1.745255232;20.756786346;88;90;115;0.553282;0.868644
-13.097634315;2.169478416;12.375616074;156;153;118;0.276641;0.855932
-13.967450142;-10.385330200;17.686124802;69;67;78;0.276641;0.885593
-9.968786240;-3.926648378;10.653600693;79;89;78;0.391230;0.805085
-2.866650581;3.493142843;17.062900543;186;184;197;0.586844;0.864407
-12.515964508;2.956825733;11.602350235;255;245;246;0.195615;0.906780
-14.484071732;4.221095085;17.326828003;123;141;177;0.586844;0.936441
-9.450631142;6.239799500;17.573101044;121;119;156;0.586844;0.872881
-7.709484100;2.099056244;20.552869797;60;63;70;0.276641;0.796610
-8.418592453;2.304808378;19.849937439;135;151;176;0.276641;0.805085
-8.735484123;-1.019741416;14.107164383;68;69;113;0.586844;0.868644
-13.413533211;-3.792830467;17.496623993;104;97;115;0.195615;0.864407
-13.620643616;1.871586800;12.903058052;126;121;153;0.195615;0.830508
-11.191847801;2.327756882;18.155364990;135;150;189;0.195615;0.885593
-15.977847099;-2.124242306;16.638357162;142;148;162;0.391230;0.864407
-16.274332047;0.420983315;15.832050323;157;166;181;1.016444;0.855932
-7.557927132;2.208992004;20.441570282;80;76;77;0.391230;0.796610
-5.458638191;0.837551594;19.917392731;138;154;187;0.874816;0.902542
-16.239404678;-0.992702484;10.569356918;155;170;213;0.276641;0.906780
-8.077592850;-6.250303745;13.853852272;225;215;226;0.806540;0.902542
-2.611758709;-7.514100075;12.153526306;55;63;66;0.195615;0.834746
-11.330448151;-5.823256969;11.836665154;1;1;3;0.338815;0.860169
-2.969159126;-7.330314636;12.305335999;81;81;105;0.195615;0.809322
-9.106452942;0.580148935;20.822328568;119;136;179;0.276641;0.838983
-11.053874969;-6.832852364;13.609972000;234;237;246;0.195615;0.813559
-3.759390354;-5.736822128;15.802999496;152;167;190;0.896420;0.898305
-4.731887341;1.020970345;16.562713623;110;108;132;0.276641;0.906780
-8.811816216;2.574758053;19.817716599;113;110;157;0.338815;0.817797
-3.223156929;3.004017830;16.519557953;56;51;74;0.195615;0.838983
-18.636743546;1.010059834;19.680059433;67;65;89;0.677629;0.932203
-8.393469810;2.593235970;20.146379471;141;155;168;0.276641;0.817797
-2.409023762;-9.242568016;17.667484283;78;90;106;0.586844;0.944915
-10.999075890;-3.841572762;19.430202484;126;153;208;0.829923;0.864407
-7.449440002;0.912672281;12.461985588;23;24;19;0.195615;0.826271
0.417828798;-6.766968727;15.727937698;218;218;246;0.731924;0.911017
-4.711112976;-6.094253063;14.789903641;114;121;165;0.874816;0.805085
-11.662094116;-7.462911129;21.439615250;119;133;162;0.896420;0.940678
-12.638244629;4.529500008;16.751867294;90;108;158;0.276641;0.902542
-3.473935604;3.065742016;16.646215439;178;183;202;0.276641;0.847458
-4.049482346;3.893665791;11.761136055;86;98;94;0.195615;0.898305
-6.207186699;0.067915559;9.947967529;107;103;120;0.195615;0.915254
-13.227261543;-10.086885452;14.898123741;117;125;148;0.338815;0.894068
-11.606271744;-5.329071045;16.872886658;45;39;51;0.276641;0.944915
-7.155469418;-5.182269573;10.861679077;52;64;78;0.195615;0.800847
-3.485550404;1.125111818;10.291151047;173;189;222;0.195615;0.822034
-12.655947685;4.054181099;13.731472015;86;91;123;0.195615;0.788136
-9.159494400;0.987631798;20.957288742;222;214;227;0.479156;0.902542
-7.147001266;-0.237975597;11.446567535;89;95;109;0.437408;0.911017
-4.995371342;-1.166307926;15.870058060;139;135;160;0.391230;0.847458
-8.103698730;4.472621918;19.563821793;126;129;136;0.479156;0.894068
-12.682014465;-6.020987511;17.833177567;67;65;66;0.195615;0.953390
-7.859190464;0.715258718;21.840814590;121;135;162;0.829923;1.000000
-10.186356544;0.094393492;14.727984428;200;219;249;0.479156;0.872881
-2.947000504;4.742439270;16.812309265;134;137;168;0.648781;0.843220
-12.529031754;-6.097024918;21.257167816;107;96;113;0.705299;0.923729
-3.803678513;3.490283012;11.107917786;91;98;127;0.276641;0.855932
-10.838524818;4.637889862;18.420925140;108;110;107;0.586844;0.911017
-8.000926018;1.701244950;20.837385178;114;127;171;0.391230;0.838983
-10.787429810;-4.059265137;19.672916412;233;232;246;0.731924;0.872881
-2.402775288;-7.672484875;19.101549149;151;153;174;0.276641;0.834746
-9.516441345;-1.244922519;20.155878067;81;86;108;0.829923;0.902542
-8.151669502;1.504863501;21.024230957;100;100;124;0.648781;0.889831
0.757686257;-6.580655098;15.413269043;220;219;237;0.782459;0.911017
-8.113075256;2.175377846;20.553054810;100;104;141;0.195615;0.800847
-11.703433990;-6.601737022;16.143535614;147;148;179;0.829923;0.868644
-7.503613949;1.248526573;20.438398361;130;131;135;0.195615;0.826271
-16.427169800;-1.536519051;15.181216240;147;142;174;0.338815;0.894068
-9.146976471;1.551735640;20.776918411;109;117;140;0.437408;0.957627
-14.763183594;3.162209988;16.583240509;137;149;187;0.338815;0.885593
-7.660044670;1.764891148;14.806262016;34;33;41;0.195615;0.762712
-8.862544060;1.214589357;20.624891281;124;139;178;0.437408;0.822034
-6.322248459;-0.325564861;9.325334549;64;59;53;0.195615;0.864407
-8.093680382;1.574162006;20.732633591;113;119;169;0.479156;0.822034
-7.352981091;-7.380005836;14.378293991;81;83;96;0.391230;0.860169
-3.944605350;-4.841197968;18.238534927;75;70;77;0.618588;0.894068
-17.886833191;-0.709986210;19.071998596;160;160;186;0.437408;0.949153
-15.036330223;-9.887279510;17.804086685;198;204;230;0.479156;0.911017
-2.617137194;-6.607618332;19.552860260;122;126;153;0.618588;0.885593
-1.526556492;2.812319994;17.506132126;201;209;228;0.437408;0.923729
-5.890716553;-4.504791737;16.260555267;184;186;199;0.618588;0.881356
-1.708285809;-7.422085285;19.061691284;174;187;206;0.437408;0.838983
-8.258558273;2.306910992;20.470947266;124;127;132;0.195615;0.788136
-7.195684910;2.584964037;15.092470169;122;136;185;0.195615;0.826271
-20.033391953;-0.475070953;12.257188797;38;42;45;0.195615;0.872881
-10.866342545;5.851485729;16.134082794;77;81;92;0.195615;0.872881
-3.038416386;4.614361763;16.816650391;144;141;160;0.648781;0.868644
-5.474257946;-0.367389202;12.823719978;105;109;136;0.195615;0.851695
-2.676521301;-5.461772442;16.087108612;89;100;146;0.195615;0.851695
-13.049022675;-5.677293301;14.481402397;78;86;109;0.195615;0.894068
-1.873138189;-8.391618729;19.041835785;150;155;184;0.731924;0.906780
-10.965153694;4.776289463;14.068060875;146;152;150;0.195615;0.855932
-14.568927765;-10.700077057;17.271911621;156;163;191;0.195615;0.847458
-18.298545837;0.239706993;12.700389862;145;162;218;0.437408;0.923729
-14.231151581;-2.352897167;12.289325714;109;103;117;0.391230;0.855932
-9.889970779;6.448004246;16.819091797;57;59;56;0.437408;0.860169
-1.912094593;-3.607805729;15.605872154;39;37;48;0.276641;0.894068
-15.224810600;2.542475224;16.826061249;116;118;159;0.195615;0.860169
-8.861189842;-8.572208405;14.013696671;86;88;77;0.195615;0.877119
-12.129895210;1.489304543;17.696741104;123;140;166;0.338815;0.843220
-7.463229656;-3.402798653;15.619955063;216;218;231;0.479156;0.889831
-1.764516115;4.899331093;16.443754196;61;60;76;0.195615;0.771186
-13.047323227;-6.804953098;21.705978394;128;140;164;0.997444;0.974576
-12.630899429;-1.340338469;15.612612724;74;73;91;0.896420;0.826271
-5.779702663;-4.928474426;17.723707199;203;198;221;0.437408;0.902542
-0.354948044;4.913129330;15.865058899;192;192;216;0.338815;0.872881
-0.267404288;-6.306308746;18.772394180;159;173;200;0.479156;0.830508
-18.943832397;-0.217243671;19.154001236;40;39;44;0.705299;0.949153
-1.455977678;4.055830479;17.449388504;56;56;80;0.648781;0.944915
-10.488471985;-4.419046402;10.763917923;53;56;65;0.195615;0.902542
-13.812895775;-9.517655373;15.431837082;70;84;131;0.437408;0.851695
-11.249609947;-8.957057953;15.456735611;62;61;75;0.731924;0.936441
-5.145653725;2.761108398;10.473508835;145;161;213;0.391230;0.868644
-9.033487320;1.365819573;20.718929291;113;119;143;0.479156;0.872881
-0.563551426;5.120249271;16.393995285;44;42;56;0.437408;0.902542
-7.534001350;2.074247122;15.009746552;98;110;150;0.195615;0.843220
-10.453097343;-5.793381691;14.183343887;175;158;194;0.586844;0.868644
-13.754422188;-2.903996468;14.822687149;204;211;230;0.479156;0.885593
-8.896295547;-1.698835373;8.926820755;43;44;75;0.276641;0.843220
-12.668093681;-1.593570709;15.718040466;119;113;99;0.852665;0.838983
-13.783633232;-5.723435879;21.053075790;169;173;200;0.195615;0.855932
-14.466425896;2.187056780;17.715253830;231;220;234;0.391230;0.915254
-15.059934616;-0.324862480;15.859010696;191;203;219;0.195615;0.826271
-10.222750664;3.413042068;16.710359573;166;186;193;0.276641;0.851695
-19.089275360;-1.482469559;12.178142548;63;67;78;0.195615;0.919492
-10.696870804;4.340221405;18.862228394;54;55;60;0.618588;0.864407
-10.036445618;-8.333981514;14.993185043;209;206;227;0.276641;0.860169
-9.694727898;-3.402711868;11.073195457;86;84;72;0.618588;0.851695
-4.581596375;3.778666973;11.944888115;107;96;126;0.195615;0.927966
-11.468672752;-6.121531487;10.237253189;70;83;65;0.195615;0.860169
-4.136327267;2.357227325;10.923533440;70;84;85;0.276641;0.855932
-10.206653595;-1.789863586;16.183399200;56;41;46;0.391230;0.944915
-9.952188492;-7.394170761;13.356671333;85;85;87;0.195615;0.822034
-13.425242424;-9.595324516;15.026412010;128;133;155;0.195615;0.843220
-9.624111176;0.391891956;20.605195999;139;152;197;0.437408;0.809322
-7.173354626;-5.739628792;11.911194801;202;218;243;0.276641;0.826271
-8.224993706;2.938385010;19.761089325;123;137;176;0.195615;0.830508
-11.726834297;-6.740751266;21.252538681;106;94;134;0.731924;0.927966
-16.680149078;-1.199851990;9.237120628;165;164;195;0.276641;0.902542
-16.986198425;2.646009445;19.695766449;133;142;181;0.618588;0.944915
-0.979348183;5.094670296;16.311084747;165;177;201;0.276641;0.826271
-6.321219921;-5.795075417;16.068027496;221;220;238;0.997444;0.906780
-1.308414817;-4.947841167;19.095806122;119;133;162;0.648781;0.889831
-8.024797440;1.491915345;20.778129578;107;113;145;0.479156;0.838983
-8.613034248;2.578510761;20.076787949;104;105;125;0.195615;0.779661
-5.618613243;-1.011254549;15.947484970;89;71;109;0.553282;0.898305
-16.586896896;2.718071699;9.320449829;155;163;165;0.195615;0.860169
-8.960308075;-8.593165398;13.961771965;150;154;192;0.195615;0.864407
-14.283674240;-8.705329895;17.319763184;158;151;184;0.479156;0.843220
-10.653490067;4.993449688;17.238870621;99;100;94;0.479156;0.855932
-8.535470963;1.509690762;20.535783768;107;114;158;0.437408;0.805085
-12.089925766;-7.206445217;21.593050003;104;106;119;1.016444;0.970339
-12.100089073;0.256168723;9.634902954;112;142;194;0.195615;0.855932
-12.469158173;-3.487774849;20.581640244;155;168;210;0.437408;0.932203
-1.680644512;-7.104172707;19.226089478;87;92;122;0.437408;0.813559
-18.518407822;0.187446594;19.104763031;91;97;119;0.437408;0.885593
-12.294052124;0.557101250;9.505540848;130;131;152;0.276641;0.843220
-8.777858734;1.623915076;20.641176224;105;104;102;0.338815;0.860169
-9.465987206;0.495535612;20.956541061;127;138;170;0.437408;0.877119
-16.308757782;0.273547411;13.784765244;215;203;225;0.437408;0.902542
-18.747268677;-0.946802855;11.376620293;191;192;220;0.276641;0.919492
-5.699181557;1.290974140;14.817003250;41;41;49;0.195615;0.754237
-12.012901306;5.072776318;15.723138809;94;102;123;0.437408;0.830508
-13.215390205;-1.846584678;11.458271980;46;61;30;0.586844;0.838983
-11.972119331;3.409766674;17.481046677;129;138;171;0.195615;0.877119
-11.653083801;-1.781028390;11.874220848;91;94;77;0.391230;0.796610
-6.430953026;-0.046823025;20.770895004;141;156;179;0.705299;0.894068
-1.489609241;-8.329937935;17.968357086;159;181;205;0.437408;0.949153
-12.674402237;-1.806879997;12.122609138;52;48;39;0.479156;0.796610
-7.549693108;-3.820871353;16.006429672;167;170;201;0.195615;0.860169
-11.544065475;1.432337642;10.040837288;77;71;73;0.437408;0.877119
-9.557466507;-0.130192399;19.519512177;69;60;63;0.437408;0.872881
-1.539643764;-2.951338053;14.726123810;63;62;58;0.553282;0.894068
-7.883905411;-9.538149834;15.614624977;191;193;216;0.618588;0.881356
-7.882654667;0.603026867;21.073719025;78;82;93;0.437408;0.822034
-9.541573524;-2.011009693;6.148988724;93;78;117;0.195615;0.855932
-12.848357201;-6.195099354;16.864568710;78;90;138;0.338815;0.889831
-8.509192467;-1.338378787;21.313840866;110;133;177;0.586844;0.949153
-14.609262466;2.338936806;10.383146286;102;102;78;0.338815;0.826271
-1.446162224;-4.467452049;13.298709869;168;159;202;0.437408;0.877119
-8.984871864;4.269087791;18.154180527;124;134;169;0.479156;0.885593
-14.761348724;-9.013303757;17.699733734;85;81;104;0.338815;0.932203
-1.409984350;-8.428206444;17.897960663;110;115;137;0.437408;0.936441
-7.977639198;-3.732622147;10.728595734;70;78;127;0.195615;0.800847
-11.462636948;0.719604135;9.641877174;108;113;153;0.276641;0.855932
-5.137408257;3.643394232;16.372621536;93;87;121;0.338815;0.843220
-15.530107498;-0.686814785;16.531936646;156;162;188;0.874816;0.932203
-9.244158745;-3.681219339;9.245897293;168;182;191;0.195615;0.838983
-14.356399536;-3.477152824;12.704151154;193;204;226;0.437408;0.877119
-7.626684666;1.986116767;14.565671921;112;125;178;0.195615;0.771186
-7.540469170;-2.632441282;21.345840454;132;137;157;1.589182;0.936441
-18.659433365;1.677537203;9.874385834;135;134;148;0.391230;0.915254
-1.977272987;-7.153364658;18.281595230;156;144;164;0.338815;0.864407
-12.031806946;-6.960281372;15.140056610;144;151;179;0.276641;0.843220
-7.851723671;2.735216141;20.175745010;99;105;131;0.391230;0.894068
-8.367790222;2.042860031;20.025701523;128;145;188;0.195615;0.813559
-9.663856506;0.707146406;20.999696732;84;82;103;0.553282;0.932203
-12.434637070;1.016464233;9.541027069;41;39;53;0.195615;0.826271
-9.611847878;-2.843630791;11.063128471;45;43;20;0.852665;0.834746
-11.979305267;-7.801730633;16.571220398;95;90;122;0.276641;0.889831
-17.796476364;2.145701408;20.301149368;76;66;64;0.276641;0.970339
-18.953079224;1.018573403;20.434806824;107;125;113;1.140620;0.953390
-3.585569382;1.751882076;16.828956604;115;115;151;0.195615;0.889831
-8.268126488;1.988931179;20.627721786;84;85;115;0.338815;0.843220
-8.853032112;1.824854136;20.591409683;120;129;168;0.437408;0.843220
-19.398704529;0.393749475;12.476493835;38;38;64;0.338815;0.898305
-14.588573456;-8.681592941;17.519966125;191;196;226;0.479156;0.927966
-0.944150686;-5.983831882;15.896741867;106;119;151;0.195615;0.860169
-8.129486084;1.607833624;20.834777832;119;129;164;0.479156;0.830508
-1.209793806;-8.354750633;13.514250755;74;80;94;0.195615;0.881356
-3.133422852;-7.511260033;15.042278290;110;107;138;0.195615;0.889831
-2.064060926;0.029816151;15.085226059;105;99;135;0.276641;0.855932
-9.251273155;-9.097389221;11.459232330;162;158;183;0.437408;0.877119
-7.746565342;2.703606129;20.272563934;87;75;85;0.338815;0.906780
-5.042435169;2.954571486;16.581851959;139;156;176;0.437408;0.847458
-0.609347343;4.355858803;16.051918030;155;149;175;0.195615;0.817797
-13.164554596;-4.005709648;21.194427490;101;108;126;0.997444;0.983051
-8.548875809;-7.162369251;14.300881386;215;214;232;0.648781;0.868644
-12.987756729;-4.539969444;20.480596542;155;158;177;0.276641;0.868644
-8.307696342;2.151323795;20.499555588;134;152;190;0.195615;0.809322
-6.380408287;1.287755013;19.529830933;105;105;141;0.618588;0.902542
-16.851093292;-0.859636426;14.556802750;107;135;147;0.276641;0.834746
